,Market,Brand,Sub Brand,Category,Sub Category,Name,IS_Combo,If Combo - Size,Individual Size (gm),Price (SAR),Link,SAR/g
995,Carrefour,Walkers,Walkers,"Biscuits, Crackers & Cakes",Digestives & Assorted Biscuits,Walkers Pure Butter Shortbread Triangles 150 g,No,,150.0,16.5,https://www.carrefourksa.com/mafsau/en/root-maf-category//food-cupboard/biscuits-crackers-cakes/digestives-assorted-biscuits/assorted-tins/walker-triangle-short-bread-150g/p/608564,0.10666666666666667
996,Carrefour,,,"Biscuits, Crackers & Cakes",Digestives & Assorted Biscuits,Deluxe cheese cracker 168 g,No,,168.0,10.25,https://www.carrefourksa.com/mafsau/en/root-maf-category//food-cupboard/biscuits-crackers-cakes/digestives-assorted-biscuits/assorted-tins/deluxe-cheese-cracker-168g/p/608221,0.05952380952380952
997,Carrefour,Kagi,Kagi,"Biscuits, Crackers & Cakes",Coated Biscuits & Wafers,Kagi swiss dark chocolate wafers 25 g x 24 pieces,yes,24,25.0,90.75,https://www.carrefourksa.com/mafsau/en/root-maf-category//food-cupboard/biscuits-crackers-cakes/coated-biscuits-wafers/wafers/kagi-dark-wafers-25g-x24/p/476666,
998,Carrefour,Mcvities,Mcvities,"Biscuits, Crackers & Cakes",Digestives & Assorted Biscuits,Mcvities digestve cream vnila 110g x12,No,,110.0,47.5,https://www.carrefourksa.com/mafsau/en/root-maf-category//food-cupboard/biscuits-crackers-cakes/digestives-assorted-biscuits/fiber/mcvities-digestve-crm-vnla-110g-x12/p/600964,0.42727272727272725
999,Carrefour,Britannia,Britannia,"Biscuits, Crackers & Cakes",Digestives & Assorted Biscuits,Britannia good day butter cookies 90 g,No,,90.0,2.5,https://www.carrefourksa.com/mafsau/en/root-maf-category//food-cupboard/biscuits-crackers-cakes/digestives-assorted-biscuits/butter-cookies/britannia-gd-butter-cookies-90g/p/156367,0.022222222222222223
1000,Carrefour,7Days,7Days,Food Cupboard,"Biscuits, Crackers & Cakes",7days bake rolls zatar 36gx18,yes,36gx18,36.0,17.5,https://www.carrefourksa.com/mafsau/en/root-maf-category//food-cupboard/biscuits-crackers-cakes/rusk/7days-bake-rolls-zatar-36gx18/p/653501,
1001,Carrefour,Carrefour,Carrefour,"Biscuits, Crackers & Cakes",Coated Biscuits & Wafers,Carrefour raspberry tartelette biscuit 150 g,No,,150.0,8.5,https://www.carrefourksa.com/mafsau/en/root-maf-category//food-cupboard/biscuits-crackers-cakes/coated-biscuits-wafers/coated-biscuits/crf-rasberry-tartlet-biscuit-150g/p/558600,0.05333333333333334
1002,Carrefour,7Days,7Days,Food Cupboard,"Biscuits, Crackers & Cakes",7days bake rolls zatar 36gx5+1 free,yes,36gx5,36.0,5.0,https://www.carrefourksa.com/mafsau/en/root-maf-category//food-cupboard/biscuits-crackers-cakes/rusk/7days-bakerolls-zatar-36g-x5-1-free/p/670043,
1004,Carrefour,Carrefour,Carrefour,"Biscuits, Crackers & Cakes",Digestives & Assorted Biscuits,Carrefour boudoirs biscuits 400 g,No,,400.0,14.95,https://www.carrefourksa.com/mafsau/en/root-maf-category//food-cupboard/biscuits-crackers-cakes/digestives-assorted-biscuits/butter-cookies/crf-boudoirs-biscuits-400g/p/178466,0.035
1008,Carrefour,Nescafe,Nescafe,"Biscuits, Crackers & Cakes",Coated Biscuits & Wafers,Nestle tola bites crispy wafer 160g,No,,160.0,11.25,https://www.carrefourksa.com/mafsau/en/root-maf-category//food-cupboard/biscuits-crackers-cakes/coated-biscuits-wafers/wafers/nestle-tola-bites-crispywafer-160g/p/657823,0.06875
1009,Carrefour,Nabil,Nabil,"Biscuits, Crackers & Cakes",Crackers & Crispbread,NABIL SNACKITS CHILLY & TANGY 40G,No,,40.0,1.75,https://www.carrefourksa.com/mafsau/en/root-maf-category//food-cupboard/biscuits-crackers-cakes/crackers-crispbread/crackers/nabil-snackits-chilly-tangy-40g/p/598885,0.025
1010,Carrefour,Carrefour,Carrefour,"Biscuits, Crackers & Cakes",Coated Biscuits & Wafers,Carrefour butter cookie with chocolate milk 250 g,No,,250.0,14.95,https://www.carrefourksa.com/mafsau/en/root-maf-category//food-cupboard/biscuits-crackers-cakes/coated-biscuits-wafers/coated-biscuits/crf-petit-beurre-milk-choco-250g/p/52753,0.056
1011,Carrefour,Bahlsen,Bahlsen,"Biscuits, Crackers & Cakes",Digestives & Assorted Biscuits,Bahlsen leibniz cream biscuits 38g,No,,38.0,2.75,https://www.carrefourksa.com/mafsau/en/root-maf-category//food-cupboard/biscuits-crackers-cakes/digestives-assorted-biscuits/assorted-tins/bahlsen-leibniz-cream-biscuits-38g/p/644615,0.05263157894736842
1013,Carrefour,Tiffany,Tiffany,"Biscuits, Crackers & Cakes",Digestives & Assorted Biscuits,Tiffany digestive biscuit 250 g,No,,250.0,6.7,https://www.carrefourksa.com/mafsau/en/root-maf-category//food-cupboard/biscuits-crackers-cakes/digestives-assorted-biscuits/fiber/tiffany-digestive-biscuit-250g/p/390684,0.024
1014,Carrefour,Al karamah,Al karamah,"Biscuits, Crackers & Cakes",Filled Biscuits,Al karamah mini date maamoul 480g,No,,480.0,30.25,https://www.carrefourksa.com/mafsau/en/root-maf-category//food-cupboard/biscuits-crackers-cakes/filled-biscuits/date-fruit-filled/al-karamah-mini-date-maamoul-480g/p/373960,0.0625
1015,Carrefour,Wernli,Wernli,"Biscuits, Crackers & Cakes",Filled Biscuits,Wernli mini chocobeau 150 g,No,,150.0,26.1,https://www.carrefourksa.com/mafsau/en/root-maf-category//food-cupboard/biscuits-crackers-cakes/filled-biscuits/cream-chocolate-filled/wernli-mini-chocobeau-150g/p/583699,0.17333333333333334
1016,Carrefour,Loacker,Loacker,"Biscuits, Crackers & Cakes",Coated Biscuits & Wafers,Loacker milk & cereals 25 g x 30,yes,30,25.0,90.75,https://www.carrefourksa.com/mafsau/en/root-maf-category//food-cupboard/biscuits-crackers-cakes/coated-biscuits-wafers/wafers/loacker-milk-cereals-25g-x30/p/390660,
1017,Carrefour,Deemah,Deemah,"Biscuits, Crackers & Cakes",Filled Biscuits,Deemah softi date rolls 63 g,No,,63.0,1.75,https://www.carrefourksa.com/mafsau/en/root-maf-category//food-cupboard/biscuits-crackers-cakes/filled-biscuits/date-fruit-filled/deemah-softi-date-bar-63g/p/47944,0.015873015873015872
1019,Carrefour,,,"Biscuits, Crackers & Cakes",Filled Biscuits,Walkers strawberries & cream biscuits 150 g,No,,150.0,16.25,https://www.carrefourksa.com/mafsau/en/root-maf-category//food-cupboard/biscuits-crackers-cakes/filled-biscuits/cream-chocolate-filled/walker-bisciut-strawberry-150g/p/557793,0.10666666666666667
1020,Carrefour,Mcvities,Mcvities,"Biscuits, Crackers & Cakes",Digestives & Assorted Biscuits,Mcvities caramel lite biscuits 100g x12,,12,100.0,50.7,https://www.carrefourksa.com/mafsau/en/root-maf-category//food-cupboard/biscuits-crackers-cakes/digestives-assorted-biscuits/assorted-tins/mcvities-caramel-lite-bsct-100g-x12/p/647195,0.5
1021,Carrefour,Deemah,Deemah,"Biscuits, Crackers & Cakes",Digestives & Assorted Biscuits,Deemah oat cookie biscuit 280 g × 3,yes,3,280.0,17.75,https://www.carrefourksa.com/mafsau/en/root-maf-category//food-cupboard/biscuits-crackers-cakes/digestives-assorted-biscuits/cookies/deemah-oat-cookies-biscuit-280g-x3/p/644435,
1024,Carrefour,Americana,Americana,"Biscuits, Crackers & Cakes","Cakes,Cupcake & Muffins",Americana butter cookie blue 908 g,No,,908.0,23.95,https://www.carrefourksa.com/mafsau/en/root-maf-category//food-cupboard/biscuits-crackers-cakes/cakes-cupcake-muffins/cake-muffin/americana-butter-cookie-blue-908g/p/40303,0.025330396475770924
1025,Carrefour,Deemah,Deemah,"Biscuits, Crackers & Cakes",Digestives & Assorted Biscuits,Deemah glucose soft plain biscuit with honey 40 g x 12 x 3,yes,12,40.0,20.95,https://www.carrefourksa.com/mafsau/en/root-maf-category//food-cupboard/biscuits-crackers-cakes/digestives-assorted-biscuits/assorted-tins/deemah-3n1-ng-biscuit-40g-x12-x3/p/225026,
1028,Carrefour,Ulker,Ulker,"Biscuits, Crackers & Cakes",Coated Biscuits & Wafers,Ulker choco sandwich biscuit with hazelnut & cocoa cream 225 g,No,,225.0,5.5,https://www.carrefourksa.com/mafsau/en/root-maf-category//food-cupboard/biscuits-crackers-cakes/coated-biscuits-wafers/coated-biscuits/ulker-choco-sandwich-bisc-225g/p/18811,0.022222222222222223
1029,Carrefour,Ulker,Ulker,"Biscuits, Crackers & Cakes",Digestives & Assorted Biscuits,Ulker cocoa tea biscuit 75 g,No,,75.0,1.25,https://www.carrefourksa.com/mafsau/en/root-maf-category//food-cupboard/biscuits-crackers-cakes/digestives-assorted-biscuits/assorted-tins/ulker-cocoa-tea-biscuit-75g/p/655325,0.013333333333333334
1030,Carrefour,Papadopoulos,Papadopoulos,"Biscuits, Crackers & Cakes",Coated Biscuits & Wafers,Papadopoulos caprice with hazelnut & cocoa cream 115 g,No,,115.0,9.75,https://www.carrefourksa.com/mafsau/en/root-maf-category//food-cupboard/biscuits-crackers-cakes/coated-biscuits-wafers/wafers/caprice-chocoa-crm-wafer-roll-115g/p/117237,0.0782608695652174
1031,Carrefour,Deemah,Deemah,"Biscuits, Crackers & Cakes",Filled Biscuits,Deemah black & white cream biscuit 90 g,No,,90.0,1.3,https://www.carrefourksa.com/mafsau/en/root-maf-category//food-cupboard/biscuits-crackers-cakes/filled-biscuits/cream-chocolate-filled/deemah-blck-white-sandwich-bisc-80g/p/47907,0.011111111111111112
1032,Carrefour,Gandour,Gandour,"Biscuits, Crackers & Cakes",Filled Biscuits,Gandour tamria date roll 918 g x2,yes,2,918.0,13.5,https://www.carrefourksa.com/mafsau/en/root-maf-category//food-cupboard/biscuits-crackers-cakes/filled-biscuits/date-fruit-filled/gandour-tamria-date-roll-918g-x2/p/127370,
1033,Carrefour,Halwani & tahhan,Halwani & tahhan,"Biscuits, Crackers & Cakes",Filled Biscuits,Halwani & tahhan maamoul with premium dates 300 g,No,,300.0,8.75,https://www.carrefourksa.com/mafsau/en/root-maf-category//food-cupboard/biscuits-crackers-cakes/filled-biscuits/date-fruit-filled/halwani-tahan-date-mamoul-300g/p/647503,0.02666666666666667
1035,Carrefour,Nesquik,Nesquik,"Biscuits, Crackers & Cakes",Filled Biscuits,Nesquik milk cream biscuit 56 g x 12,yes,12,56.0,13.55,https://www.carrefourksa.com/mafsau/en/root-maf-category//food-cupboard/biscuits-crackers-cakes/filled-biscuits/cream-chocolate-filled/nesquik-milk-cream-biscuit-56g-x12/p/615480,
1037,Carrefour,Deemah,Deemah,"Biscuits, Crackers & Cakes",Filled Biscuits,Deemah custard cream biscuit 90 g,No,,90.0,1.3,https://www.carrefourksa.com/mafsau/en/root-maf-category//food-cupboard/biscuits-crackers-cakes/filled-biscuits/cream-chocolate-filled/deemah-custard-cream-biscuit-80g/p/47905,0.011111111111111112
1038,Carrefour,Voortman,Voortman,"Biscuits, Crackers & Cakes",Digestives & Assorted Biscuits,Voortman chocolate chip 200 g,No,,200.0,11.95,https://www.carrefourksa.com/mafsau/en/root-maf-category//food-cupboard/biscuits-crackers-cakes/digestives-assorted-biscuits/assorted-tins/voortman-chocolate-chip-200g/p/523147,0.055
1039,Carrefour,Ulker,Ulker,"Biscuits, Crackers & Cakes",Coated Biscuits & Wafers,Ulker deluxe hazelnut wafer 40 g × 12,yes,12,40.0,15.95,https://www.carrefourksa.com/mafsau/en/root-maf-category//food-cupboard/biscuits-crackers-cakes/coated-biscuits-wafers/wafers/ulker-hazelnut-wafer-40g-x12/p/64071,
1041,Carrefour,Carrefour,Carrefour,"Biscuits, Crackers & Cakes",Digestives & Assorted Biscuits,Carrefour coconut cookies 200 g,No,,200.0,9.95,https://www.carrefourksa.com/mafsau/en/root-maf-category//food-cupboard/biscuits-crackers-cakes/digestives-assorted-biscuits/cookies/crf-coconut-cookies-200g/p/445960,0.045
1042,Carrefour,Loacker,Loacker,"Biscuits, Crackers & Cakes",Filled Biscuits,Tortina original 21g x24,yes,24,21.0,94.5,https://www.carrefourksa.com/mafsau/en/root-maf-category//food-cupboard/biscuits-crackers-cakes/filled-biscuits/cream-chocolate-filled/tortina-original-21g-x24/p/137026,
1043,Carrefour,,,"Biscuits, Crackers & Cakes",Digestives & Assorted Biscuits,Relish cashew pistachio & oats cookies 42 g × 12,yes,12,42.0,14.25,https://www.carrefourksa.com/mafsau/en/root-maf-category//food-cupboard/biscuits-crackers-cakes/digestives-assorted-biscuits/butter-cookies/relish-cshew-pstch-oat-ckie-42g-x12/p/630671,
1044,Carrefour,Bahlsen,Bahlsen,"Biscuits, Crackers & Cakes",Coated Biscuits & Wafers,Bahlsen hits cocoa 134g,No,,134.0,7.95,https://www.carrefourksa.com/mafsau/en/root-maf-category//food-cupboard/biscuits-crackers-cakes/coated-biscuits-wafers/coated-biscuits/bahlsen-hits-cocoa-134g/p/547308,0.05223880597014925
1045,Carrefour,Tiffany,Tiffany,"Biscuits, Crackers & Cakes",Digestives & Assorted Biscuits,Tiffany nutty bite chocolate hazelnut 81g,No,,81.0,2.35,https://www.carrefourksa.com/mafsau/en/root-maf-category//food-cupboard/biscuits-crackers-cakes/digestives-assorted-biscuits/butter-cookies/tiffany-nutty-bite-cho-hzlnt-81g/p/646980,0.024691358024691357
1047,Carrefour,Halwani & tahhan,Halwani & tahhan,Food Cupboard,"Biscuits, Crackers & Cakes",Halwani & tahan oat rusk honey 250 g,No,,250.0,18.95,https://www.carrefourksa.com/mafsau/en/root-maf-category//food-cupboard/biscuits-crackers-cakes/rusk/halwani-tahan-oat-rusk-honey-250g/p/647505,0.072
1048,Carrefour,Hayat,Hayat,Food Cupboard,"Biscuits, Crackers & Cakes",Hayat Country Sticks Sesame 250 g,No,,250.0,5.5,https://www.carrefourksa.com/mafsau/en/root-maf-category//food-cupboard/biscuits-crackers-cakes/rusk/hayat-country-sticks-sesame-250g/p/548919,0.02
1049,Carrefour,Mcvities,Mcvities,"Biscuits, Crackers & Cakes",Digestives & Assorted Biscuits,Mcvities gluten free milk chocolate hobnobs biscuits 150g,No,,150.0,23.25,https://www.carrefourksa.com/mafsau/en/root-maf-category//food-cupboard/biscuits-crackers-cakes/digestives-assorted-biscuits/fiber/mcv-hobnob-gltnfree-milk-ch-bs-150g/p/655322,0.15333333333333332
1050,Carrefour,Halwani & tahhan,Halwani & tahhan,"Biscuits, Crackers & Cakes",Filled Biscuits,Halwani & tahan whole wheat mamoul 300g,No,,300.0,8.75,https://www.carrefourksa.com/mafsau/en/root-maf-category//food-cupboard/biscuits-crackers-cakes/filled-biscuits/date-fruit-filled/halwani-tahan-whl-wheat-mamoul-300g/p/647504,0.02666666666666667
1051,Carrefour,Carrefour,Carrefour,"Biscuits, Crackers & Cakes",Filled Biscuits,Carrefour chocolate hazelnut piccolos 150 g,No,,150.0,14.95,https://www.carrefourksa.com/mafsau/en/root-maf-category//food-cupboard/biscuits-crackers-cakes/filled-biscuits/cream-chocolate-filled/crf-choco-hazelnut-piccolos-150g/p/558592,0.09333333333333334
1052,Carrefour,Al karamah,Al karamah,"Biscuits, Crackers & Cakes",Filled Biscuits,Al Karamah Strawberry Mini Mamoul 480g,No,,480.0,30.25,https://www.carrefourksa.com/mafsau/en/root-maf-category//food-cupboard/biscuits-crackers-cakes/filled-biscuits/date-fruit-filled/al-karamah-strwbry-mini-mamoul-480g/p/373958,0.0625
1053,Carrefour,Carrefour,Carrefour,"Biscuits, Crackers & Cakes",Digestives & Assorted Biscuits,Carrefour Langue De Chat 200 g,No,,200.0,12.5,https://www.carrefourksa.com/mafsau/en/root-maf-category//food-cupboard/biscuits-crackers-cakes/digestives-assorted-biscuits/assorted-tins/crf-langue-de-chat-200g/p/440969,0.06
1054,Carrefour,Carrefour,Carrefour,"Biscuits, Crackers & Cakes",Coated Biscuits & Wafers,Carrefour coated chocolate wafer 150 g,No,,150.0,11.5,https://www.carrefourksa.com/mafsau/en/root-maf-category//food-cupboard/biscuits-crackers-cakes/coated-biscuits-wafers/wafers/crf-coated-chocolate-wafers-150g/p/615281,0.07333333333333333
1056,Carrefour,Oreo,Oreo,"Biscuits, Crackers & Cakes","Cakes,Cupcake & Muffins",Cadbury chocolate cake 24 g,No,,24.0,1.3,https://www.carrefourksa.com/mafsau/en/root-maf-category//food-cupboard/biscuits-crackers-cakes/cakes-cupcake-muffins/cake-muffin/cadbury-choco-cake-24g/p/625803,0.041666666666666664
1057,Carrefour,Herfy,Herfy,Food Cupboard,"Biscuits, Crackers & Cakes",Herfy Original Rusk 375 g,No,,375.0,6.5,https://www.carrefourksa.com/mafsau/en/root-maf-category//food-cupboard/biscuits-crackers-cakes/rusk/herfy-original-rusk-375g/p/137628,0.016
1060,Carrefour,Teashop,Teashop,"Biscuits, Crackers & Cakes",Digestives & Assorted Biscuits,Teashop digestive biscuit 210 g,No,,210.0,2.65,https://www.carrefourksa.com/mafsau/en/root-maf-category//food-cupboard/biscuits-crackers-cakes/digestives-assorted-biscuits/fiber/teashop-digestive-biscuit-210g/p/133454,0.009523809523809525
1061,Carrefour,Mcvities,Mcvities,"Biscuits, Crackers & Cakes",Digestives & Assorted Biscuits,Mcvities digestive creams vanilla filled wheat biscuit 44 g x 16,yes,16,44.0,13.95,https://www.carrefourksa.com/mafsau/en/root-maf-category//food-cupboard/biscuits-crackers-cakes/digestives-assorted-biscuits/fiber/mcvities-digstve-crm-vanila-44g-x16/p/599713,
1062,Carrefour,Loacker,Loacker,"Biscuits, Crackers & Cakes",Filled Biscuits,Loacker tortina original 125 g,No,,125.0,25.5,https://www.carrefourksa.com/mafsau/en/root-maf-category//food-cupboard/biscuits-crackers-cakes/filled-biscuits/cream-chocolate-filled/tortina-milk-chocolate-125g/p/137025,0.2
1063,Carrefour,Sky flakes,Sky flakes,"Biscuits, Crackers & Cakes",Crackers & Crispbread,Sky flakes snack pack 25 g x10,yes,10,25.0,7.5,https://www.carrefourksa.com/mafsau/en/root-maf-category//food-cupboard/biscuits-crackers-cakes/crackers-crispbread/crackers/skyflakes-snack-pack-25gmx10/p/150158,
1064,Carrefour,Mcvities,Mcvities,"Biscuits, Crackers & Cakes",Digestives & Assorted Biscuits,Mcvities digestive milk chocolate biscuits 300 g,No,,300.0,16.25,https://www.carrefourksa.com/mafsau/en/root-maf-category//food-cupboard/biscuits-crackers-cakes/digestives-assorted-biscuits/fiber/mcvities-digestive-milk-choco-300g/p/445684,0.05333333333333334
1065,Carrefour,Tiffany,Tiffany,"Biscuits, Crackers & Cakes",Coated Biscuits & Wafers,Tiffany faro chocolate wafer 45 g,No,,45.0,1.4,https://www.carrefourksa.com/mafsau/en/root-maf-category//food-cupboard/biscuits-crackers-cakes/coated-biscuits-wafers/wafers/tiffany-faro-choco-wafer-45g/p/630662,0.022222222222222223
1066,Carrefour,Loacker,Loacker,"Biscuits, Crackers & Cakes",Coated Biscuits & Wafers,Loacker chocolate wafer bag 200 g,No,,200.0,20.25,https://www.carrefourksa.com/mafsau/en/root-maf-category//food-cupboard/biscuits-crackers-cakes/coated-biscuits-wafers/wafers/loacker-wafer-bag-choco-200g/p/137013,0.1
1068,Carrefour,Bahlsen,Bahlsen,"Biscuits, Crackers & Cakes",Coated Biscuits & Wafers,Bahlsen creamy chocolate wafers 75 g,No,,75.0,8.95,https://www.carrefourksa.com/mafsau/en/root-maf-category//food-cupboard/biscuits-crackers-cakes/coated-biscuits-wafers/wafers/bahlsen-creamy-choco-wafers-75g/p/644608,0.10666666666666667
1070,Carrefour,Deemah,Deemah,"Biscuits, Crackers & Cakes",Filled Biscuits,Deemah date bar 75 g,No,,75.0,1.65,https://www.carrefourksa.com/mafsau/en/root-maf-category//food-cupboard/biscuits-crackers-cakes/filled-biscuits/date-fruit-filled/deemah-date-bar-75g/p/644438,0.013333333333333334
1071,Carrefour,Britannia,Britannia,"Biscuits, Crackers & Cakes",Crackers & Crispbread,Britannia 50 maska 50 chaska crackers 62 g,No,,62.0,1.25,https://www.carrefourksa.com/mafsau/en/root-maf-category//food-cupboard/biscuits-crackers-cakes/crackers-crispbread/crackers/britannia-maska-chaska-62g/p/156370,0.016129032258064516
1072,Carrefour,Deemah,Deemah,"Biscuits, Crackers & Cakes",Digestives & Assorted Biscuits,Demmah ginger snap biscuit 100 g × 12,yes,12,100.0,10.95,https://www.carrefourksa.com/mafsau/en/root-maf-category//food-cupboard/biscuits-crackers-cakes/digestives-assorted-biscuits/assorted-tins/deemah-ginger-snap-biscuit100g-x12/p/48001,
1073,Carrefour,Deemah,Deemah,"Biscuits, Crackers & Cakes",Digestives & Assorted Biscuits,Deemah glucose soft plain biscuit with honey 40 g x 12,yes,12,40.0,10.95,https://www.carrefourksa.com/mafsau/en/root-maf-category//food-cupboard/biscuits-crackers-cakes/digestives-assorted-biscuits/assorted-tins/deemah-glucose-biscuit-40g-x12/p/48018,
1074,Carrefour,Britannia,Britannia,"Biscuits, Crackers & Cakes",Crackers & Crispbread,Britannia 50 maska 50 chaska crackers 62 g × 12,yes,12,62.0,14.95,https://www.carrefourksa.com/mafsau/en/root-maf-category//food-cupboard/biscuits-crackers-cakes/crackers-crispbread/crackers/britannia-maska-chaska-62g-x12/p/568034,
1075,Carrefour,Loacker,Loacker,"Biscuits, Crackers & Cakes",Filled Biscuits,Loacker tortina triple dark chocolate 125 g,No,,125.0,25.5,https://www.carrefourksa.com/mafsau/en/root-maf-category//food-cupboard/biscuits-crackers-cakes/filled-biscuits/cream-chocolate-filled/tortina-triple-dark-125g/p/634732,0.2
1076,Carrefour,Loacker,Loacker,"Biscuits, Crackers & Cakes",Filled Biscuits,Loacker biscuit tortina dark chocolate 125 g,No,,125.0,25.5,https://www.carrefourksa.com/mafsau/en/root-maf-category//food-cupboard/biscuits-crackers-cakes/filled-biscuits/cream-chocolate-filled/tortina-dark-125g/p/539277,0.2
1077,Carrefour,NESTLE:FITNESS,NESTLE:FITNESS,"Biscuits, Crackers & Cakes",Digestives & Assorted Biscuits,Fitness biscuits apple & cinnamon 30 g,No,,30.0,1.5,https://www.carrefourksa.com/mafsau/en/root-maf-category//food-cupboard/biscuits-crackers-cakes/digestives-assorted-biscuits/fiber/fitness-biscuits-apple-cinnmn-30g/p/646248,0.03333333333333333
1078,Carrefour,Deemah,Deemah,"Biscuits, Crackers & Cakes",Filled Biscuits,Deemah cream maxi chocolate hazelnut biscuit 25 g,No,,25.0,0.85,https://www.carrefourksa.com/mafsau/en/root-maf-category//food-cupboard/biscuits-crackers-cakes/filled-biscuits/cream-chocolate-filled/deemah-crm-maxichoco-hzlnt-bsct-25g/p/621086,0.0
1079,Carrefour,Tiffany,Tiffany,"Biscuits, Crackers & Cakes",Digestives & Assorted Biscuits,TIFFANY MONSTA CHOCHIP COOKIE 32G,No,,32.0,1.5,https://www.carrefourksa.com/mafsau/en/root-maf-category//food-cupboard/biscuits-crackers-cakes/digestives-assorted-biscuits/cookies/tiffany-monsta-chochip-cookie-32g/p/646985,0.03125
1080,Carrefour,Deemah,Deemah,"Biscuits, Crackers & Cakes",Filled Biscuits,Deemah coconut cream biscuit 90 g,No,,90.0,1.3,https://www.carrefourksa.com/mafsau/en/root-maf-category//food-cupboard/biscuits-crackers-cakes/filled-biscuits/cream-chocolate-filled/deemah-coconut-cream-biscuit-80g/p/47903,0.011111111111111112
1083,Carrefour,Deemah,Deemah,"Biscuits, Crackers & Cakes",Filled Biscuits,Deemah banana cream biscuit 90 g,No,,90.0,1.3,https://www.carrefourksa.com/mafsau/en/root-maf-category//food-cupboard/biscuits-crackers-cakes/filled-biscuits/cream-chocolate-filled/deemah-banana-cream-biscuit-80g/p/47899,0.011111111111111112
1084,Carrefour,Tiffany,Tiffany,"Biscuits, Crackers & Cakes",Digestives & Assorted Biscuits,Tiffany delight chocolate chips 100 g,No,,100.0,4.15,https://www.carrefourksa.com/mafsau/en/root-maf-category//food-cupboard/biscuits-crackers-cakes/digestives-assorted-biscuits/cookies/tiffany-delight-ch-chip-cookie-90g/p/488917,0.04
1085,Carrefour,Deemah,Deemah,"Biscuits, Crackers & Cakes",Digestives & Assorted Biscuits,Deemah kleija biscuit with bran 62 g,No,,62.0,1.25,https://www.carrefourksa.com/mafsau/en/root-maf-category//food-cupboard/biscuits-crackers-cakes/digestives-assorted-biscuits/fiber/deemah-kleija-bran-biscuit-62g/p/616502,0.016129032258064516
1086,Carrefour,Ulker,Ulker,"Biscuits, Crackers & Cakes",Coated Biscuits & Wafers,Ulker wafer strawberry 40 g,No,,40.0,1.25,https://www.carrefourksa.com/mafsau/en/root-maf-category//food-cupboard/biscuits-crackers-cakes/coated-biscuits-wafers/wafers/ulker-wafer-strawberry-40g/p/607457,0.025
1087,Carrefour,Tiffany,Tiffany,"Biscuits, Crackers & Cakes",Coated Biscuits & Wafers,Tiffany faro crispy wafers with chocolate 45 g x 12 pieces,yes,12,45.0,16.9,https://www.carrefourksa.com/mafsau/en/root-maf-category//food-cupboard/biscuits-crackers-cakes/coated-biscuits-wafers/wafers/tiffany-faro-choco-wafer-45g-x12/p/630661,
1088,Carrefour,Bahlsen,Bahlsen,"Biscuits, Crackers & Cakes",Digestives & Assorted Biscuits,Bahlsen first class milk biscuits 125 g,No,,125.0,10.95,https://www.carrefourksa.com/mafsau/en/root-maf-category//food-cupboard/biscuits-crackers-cakes/digestives-assorted-biscuits/assorted-tins/bahlsen-first-class-milk-bisc-125g/p/80270,0.08
1090,Carrefour,Tiffany,Tiffany,"Biscuits, Crackers & Cakes",Digestives & Assorted Biscuits,Tiffany's chunkos choco chip chocolate cookies 43 g,No,,43.0,1.4,https://www.carrefourksa.com/mafsau/en/root-maf-category//food-cupboard/biscuits-crackers-cakes/digestives-assorted-biscuits/cookies/tiffany-choco-chip-cookie-43g/p/605925,0.023255813953488372
1091,Carrefour,Gandour,Gandour,"Biscuits, Crackers & Cakes",Coated Biscuits & Wafers,Gandour caramel waffle 28 g x 24 pieces,yes,24,28.0,13.3,https://www.carrefourksa.com/mafsau/en/root-maf-category//food-cupboard/biscuits-crackers-cakes/coated-biscuits-wafers/wafers/gandour-caramel-waffle-28g-x24/p/435740,
1092,Carrefour,Deemah,Deemah,"Biscuits, Crackers & Cakes",Digestives & Assorted Biscuits,Deemah tea biscuits 150 g x 12 pieces,yes,12,150.0,12.95,https://www.carrefourksa.com/mafsau/en/root-maf-category//food-cupboard/biscuits-crackers-cakes/digestives-assorted-biscuits/assorted-tins/deemah-tea-biscuit-150g-x12/p/48024,
1093,Carrefour,Nabil,Nabil,"Biscuits, Crackers & Cakes",Crackers & Crispbread,Snackits Cheddar Cheese Biscuits 40 g,No,,40.0,1.75,https://www.carrefourksa.com/mafsau/en/root-maf-category//food-cupboard/biscuits-crackers-cakes/crackers-crispbread/crackers/nabil-snackits-cheese-40g/p/598883,0.025
1095,Carrefour,Deemah,Deemah,"Biscuits, Crackers & Cakes",Crackers & Crispbread,Deemah salty cracker biscuit 42 g × 12,yes,12,42.0,12.6,https://www.carrefourksa.com/mafsau/en/root-maf-category//food-cupboard/biscuits-crackers-cakes/crackers-crispbread/crackers/deemah-kraky-salted-bis-42g-x12/p/50965,
1096,Carrefour,Ulker,Ulker,"Biscuits, Crackers & Cakes",Digestives & Assorted Biscuits,Ulker marie biscuit 80 g × 12,yes,12,80.0,14.95,https://www.carrefourksa.com/mafsau/en/root-maf-category//food-cupboard/biscuits-crackers-cakes/digestives-assorted-biscuits/assorted-tins/ulker-marie-biscuits-80g-x12/p/647169,
